251.772,251.772,251.768,251.753,251.753,251.761,251.753,251.746,251.748,251.554,251.729,251.732,251.737,251.738,251.737,251.742,251.77,251.77,251.769,251.738,251.738,251.738,251.721,251.707,251.712,251.716,251.716,251.716,251.709,251.711,251.7,251.699,251.7,251.7,251.7,251.703,251.694,251.694,251.694,251.694,251.694,251.697,251.689,251.677,251.705,251.719,251.728,251.728,251.715,251.711,251.712,251.714,251.713,251.717,251.727,251.703,251.708,251.709,251.694,251.695,251.678,251.702,251.71,251.713,251.716,251.714,251.694,251.711,251.715,251.725,251.741,251.738,251.749,251.741,251.741,251.74,251.738,251.729,251.712,251.701,251.688,251.666,251.669,251.662,251.682,251.664,251.674,251.662,251.647,251.647,251.623,251.607,251.607,251.612,251.609,251.618,251.609,251.604,251.595,251.583,251.604,251.626,251.621,251.624,251.623,251.626,251.645,251.658,251.671,251.7,251.683,251.685,251.676,251.687,251.689,251.69,251.69,251.703,251.7,251.703,251.746,251.745,251.719,251.703,251.703,251.706,251.706,251.706,251.709,251.715,251.755,251.748,251.748,251.736,251.723,251.723,251.733,251.73,251.731,251.728,251.733,251.72,251.723,251.716,251.737,251.748,251.735,251.715,251.733,251.729,251.705,251.696,251.695,251.666,251.666,251.675,251.663,251.661,251.661,251.658,251.65,251.671,251.669,251.669,251.683,251.67,251.676,251.698,251.685,251.701,251.695,251.7,251.721,251.721,251.706,251.684,251.686,251.672,251.672,251.671,251.665,251.671,251.666,251.651,251.643,251.635,251.632,251.65,251.645,251.649,251.642,251.626,251.626,251.599,251.609,251.614,251.616,251.646,251.636,251.636,251.637,251.636,251.635,251.62,251.653,251.667,251.706,251.709,251.71,251.709,251.712,251.724,251.742,251.75,251.748,251.757,251.765,251.784,251.79,251.788,251.792,251.778,251.763,251.773,251.769,251.786,251.736,251.743,251.752,251.75,251.752,251.748,251.741,251.746,251.751,251.721,251.723,251.7,251.68,251.673,251.661,251.656,251.667,251.673,251.681,251.682,251.651,251.638,251.639,251.639,251.641,251.63,251.616,251.625,251.642,251.646,251.642,251.659,251.659,251.678,251.711,251.695,251.706,251.707,251.685,251.679,251.661,251.658,251.658,251.668,251.654,251.659,251.664,251.662,251.677,251.678,251.673,251.647,251.664,251.656,251.656,251.668,251.674,251.706,251.7,251.7,251.704,251.711,251.733,251.731,251.728,251.725,251.723,251.708,251.692,251.692,251.691,251.685,251.688,251.724,251.737,251.732,251.727,251.73,251.722,251.72,251.718,251.718,251.728,251.71,251.728,251.727,251.711,251.71,251.698,251.718,251.718,251.72,251.724,251.726,251.724,251.724,251.737,251.729,251.727,251.724,251.731,251.725,251.716,251.682,251.677,251.676,251.688,251.509,251.505,251.489,251.666,251.662,251.65,251.635,251.616,251.618,251.611,251.605,251.625,251.623,251.624,251.617,251.603,251.632,251.643,251.643,251.647,251.679,251.722,251.724,251.692,251.675,251.668,251.679
251.657,251.652,251.657,251.666,251.668,251.653,251.657,251.663,251.667,251.719,251.68,251.686,251.685,251.688,251.686,251.689,251.732,251.732,251.73,251.681,251.681,251.682,251.687,251.713,251.695,251.698,251.696,251.696,251.704,251.701,251.699,251.703,251.703,251.704,251.703,251.692,251.695,251.696,251.696,251.693,251.693,251.666,251.667,251.671,251.67,251.665,251.672,251.672,251.675,251.664,251.649,251.633,251.631,251.622,251.626,251.621,251.62,251.606,251.58,251.583,251.567,251.547,251.541,251.501,251.522,251.517,251.511,251.492,251.503,251.515,251.509,251.529,251.515,251.515,251.515,251.547,251.561,251.526,251.549,251.552,251.555,251.591,251.59,251.616,251.571,251.588,251.545,251.549,251.517,251.517,251.521,251.522,251.522,251.521,251.543,251.54,251.505,251.534,251.556,251.578,251.572,251.581,251.592,251.591,251.592,251.579,251.573,251.592,251.616,251.608,251.648,251.648,251.65,251.647,251.634,251.634,251.656,251.649,251.653,251.636,251.627,251.602,251.61,251.631,251.632,251.637,251.637,251.637,251.643,251.602,251.596,251.581,251.599,251.584,251.587,251.587,251.585,251.601,251.585,251.577,251.595,251.588,251.593,251.574,251.547,251.525,251.487,251.498,251.475,251.491,251.488,251.511,251.494,251.522,251.522,251.531,251.534,251.531,251.531,251.546,251.541,251.566,251.561,251.5,251.512,251.553,251.519,251.482,251.502,251.482,251.519,251.494,251.492,251.492,251.51,251.518,251.521,251.525,251.523,251.52,251.528,251.54,251.534,251.543,251.549,251.611,251.611,251.609,251.674,251.688,251.692,251.7,251.7,251.73,251.721,251.703,251.703,251.668,251.665,251.667,251.683,251.676,251.672,251.676,251.644,251.638,251.722,251.727,251.73,251.727,251.705,251.707,251.707,251.689,251.685,251.685,251.684,251.663,251.62,251.631,251.607,251.611,251.623,251.597,251.611,251.579,251.492,251.476,251.475,251.47,251.458,251.471,251.487,251.456,251.449,251.491,251.496,251.501,251.463,251.46,251.475,251.497,251.491,251.447,251.444,251.509,251.514,251.525,251.515,251.515,251.504,251.52,251.537,251.557,251.552,251.544,251.567,251.566,251.566,251.566,251.595,251.6,251.626,251.639,251.652,251.674,251.679,251.674,251.689,251.688,251.711,251.678,251.666,251.658,251.659,251.661,251.663,251.665,251.642,251.623,251.623,251.624,251.619,251.61,251.593,251.593,251.57,251.565,251.53,251.542,251.517,251.51,251.527,251.533,251.537,251.535,251.515,251.501,251.483,251.461,251.452,251.47,251.471,251.448,251.414,251.423,251.468,251.471,251.472,251.495,251.515,251.512,251.533,251.538,251.533,251.541,251.528,251.526,251.554,251.558,251.586,251.586,251.586,251.592,251.611,251.636,251.712,251.685,251.654,251.606,251.595,251.608,251.61,251.662,251.688,251.689,251.644,251.662,251.673,251.679,251.696,251.689,251.734,251.752,251.756,251.753,251.737,251.736,251.74,251.746,251.746,251.746,251.715,251.702,251.45,251.438,251.43,251.739,251.7,251.669
251.771,251.771,251.767,251.752,251.752,251.76,251.752,251.745,251.747,251.553,251.728,251.731,251.736,251.737,251.736,251.741,251.769,251.769,251.768,251.737,251.737,251.737,251.72,251.706,251.711,251.715,251.714,251.714,251.708,251.71,251.699,251.698,251.699,251.699,251.699,251.702,251.693,251.693,251.693,251.693,251.693,251.696,251.688,251.676,251.704,251.718,251.727,251.727,251.718,251.714,251.715,251.717,251.716,251.72,251.73,251.706,251.711,251.712,251.697,251.698,251.681,251.706,251.714,251.716,251.719,251.717,251.701,251.717,251.721,251.731,251.743,251.74,251.751,251.743,251.743,251.742,251.74,251.731,251.714,251.703,251.691,251.668,251.671,251.664,251.681,251.663,251.673,251.661,251.646,251.646,251.622,251.606,251.606,251.611,251.608,251.617,251.608,251.603,251.594,251.582,251.603,251.625,251.62,251.623,251.622,251.625,251.644,251.657,251.67,251.699,251.682,251.684,251.675,251.686,251.688,251.688,251.689,251.702,251.699,251.702,251.745,251.744,251.718,251.702,251.702,251.705,251.705,251.705,251.708,251.714,251.754,251.747,251.747,251.735,251.722,251.722,251.732,251.729,251.73,251.727,251.732,251.719,251.722,251.715,251.736,251.748,251.738,251.718,251.736,251.732,251.713,251.703,251.703,251.673,251.673,251.683,251.67,251.669,251.669,251.664,251.657,251.678,251.676,251.678,251.689,251.676,251.681,251.703,251.69,251.704,251.698,251.704,251.722,251.722,251.707,251.683,251.685,251.671,251.673,251.672,251.666,251.673,251.669,251.655,251.65,251.641,251.638,251.657,251.652,251.657,251.649,251.632,251.632,251.606,251.616,251.621,251.622,251.652,251.642,251.643,251.644,251.643,251.641,251.626,251.659,251.672,251.712,251.714,251.715,251.714,251.717,251.729,251.747,251.755,251.753,251.763,251.77,251.788,251.794,251.792,251.796,251.783,251.768,251.779,251.775,251.792,251.742,251.749,251.756,251.754,251.756,251.752,251.746,251.75,251.755,251.725,251.727,251.705,251.69,251.684,251.664,251.659,251.67,251.676,251.684,251.685,251.657,251.644,251.646,251.646,251.647,251.637,251.622,251.632,251.648,251.652,251.648,251.665,251.665,251.685,251.713,251.697,251.708,251.709,251.684,251.678,251.66,251.657,251.657,251.667,251.653,251.658,251.663,251.661,251.676,251.677,251.672,251.646,251.662,251.655,251.655,251.667,251.673,251.705,251.699,251.699,251.703,251.71,251.732,251.73,251.727,251.724,251.721,251.707,251.691,251.691,251.69,251.684,251.687,251.723,251.736,251.73,251.726,251.729,251.724,251.723,251.72,251.72,251.73,251.713,251.73,251.729,251.713,251.712,251.7,251.72,251.72,251.722,251.726,251.728,251.726,251.726,251.736,251.728,251.726,251.723,251.73,251.724,251.715,251.681,251.675,251.675,251.687,251.508,251.504,251.488,251.665,251.661,251.649,251.634,251.615,251.617,251.609,251.604,251.624,251.622,251.623,251.616,251.602,251.631,251.642,251.642,251.646,251.678,251.721,251.723,251.691,251.674,251.667,251.678
251.674,251.675,251.665,251.62,251.622,251.64,251.615,251.6,251.606,251.126,251.565,251.573,251.585,251.59,251.587,251.6,251.682,251.683,251.68,251.589,251.589,251.589,251.546,251.516,251.528,251.539,251.537,251.537,251.521,251.529,251.491,251.488,251.49,251.491,251.49,251.497,251.475,251.475,251.475,251.486,251.486,251.492,251.471,251.443,251.512,251.547,251.57,251.57,251.578,251.569,251.57,251.576,251.574,251.584,251.61,251.551,251.564,251.567,251.528,251.532,251.481,251.544,251.57,251.573,251.584,251.577,251.557,251.598,251.607,251.633,251.631,251.624,251.652,251.632,251.632,251.631,251.628,251.604,251.563,251.536,251.495,251.441,251.448,251.432,251.447,251.403,251.423,251.393,251.352,251.352,251.293,251.254,251.254,251.265,251.257,251.279,251.257,251.245,251.224,251.194,251.245,251.303,251.293,251.288,251.286,251.293,251.34,251.372,251.407,251.477,251.44,251.445,251.414,251.443,251.448,251.448,251.459,251.502,251.495,251.5,251.607,251.602,251.538,251.502,251.502,251.511,251.511,251.511,251.518,251.532,251.639,251.622,251.624,251.593,251.562,251.562,251.586,251.581,251.582,251.572,251.585,251.551,251.558,251.542,251.593,251.629,251.626,251.576,251.622,251.612,251.592,251.569,251.566,251.496,251.496,251.517,251.486,251.482,251.482,251.466,251.455,251.511,251.504,251.514,251.519,251.488,251.5,251.541,251.508,251.53,251.518,251.544,251.556,251.557,251.52,251.44,251.445,251.411,251.434,251.43,251.417,251.433,251.437,251.417,251.418,251.402,251.395,251.44,251.434,251.47,251.438,251.399,251.399,251.327,251.351,251.363,251.363,251.434,251.401,251.403,251.407,251.406,251.4,251.354,251.435,251.455,251.576,251.582,251.587,251.582,251.591,251.629,251.683,251.699,251.693,251.727,251.732,251.777,251.789,251.785,251.794,251.762,251.724,251.761,251.751,251.802,251.655,251.671,251.677,251.67,251.674,251.665,251.648,251.659,251.671,251.599,251.605,251.559,251.546,251.538,251.433,251.422,251.445,251.461,251.48,251.486,251.43,251.398,251.402,251.402,251.406,251.38,251.345,251.37,251.41,251.422,251.413,251.455,251.455,251.505,251.559,251.521,251.55,251.551,251.469,251.454,251.41,251.402,251.404,251.42,251.378,251.389,251.402,251.397,251.434,251.438,251.426,251.36,251.4,251.38,251.38,251.411,251.427,251.513,251.498,251.498,251.506,251.521,251.581,251.575,251.569,251.559,251.552,251.505,251.467,251.467,251.463,251.449,251.455,251.542,251.573,251.559,251.548,251.556,251.565,251.562,251.561,251.561,251.585,251.545,251.589,251.586,251.546,251.545,251.513,251.574,251.573,251.58,251.591,251.596,251.593,251.593,251.595,251.576,251.572,251.567,251.598,251.581,251.547,251.449,251.433,251.432,251.463,251.024,251.016,250.964,251.399,251.39,251.363,251.326,251.283,251.285,251.274,251.264,251.316,251.311,251.316,251.297,251.264,251.348,251.376,251.376,251.387,251.462,251.565,251.57,251.481,251.458,251.435,251.461
251.674,251.675,251.665,251.624,251.626,251.644,251.617,251.602,251.608,251.125,251.569,251.577,251.589,251.594,251.591,251.604,251.686,251.686,251.684,251.593,251.592,251.593,251.55,251.519,251.532,251.543,251.541,251.541,251.525,251.533,251.491,251.488,251.49,251.491,251.49,251.497,251.475,251.475,251.475,251.482,251.482,251.488,251.467,251.439,251.515,251.55,251.573,251.573,251.581,251.572,251.573,251.579,251.576,251.587,251.613,251.554,251.567,251.569,251.531,251.534,251.484,251.546,251.57,251.573,251.584,251.577,251.557,251.598,251.607,251.633,251.632,251.625,251.653,251.632,251.632,251.631,251.628,251.604,251.563,251.536,251.499,251.445,251.452,251.436,251.451,251.407,251.427,251.396,251.356,251.356,251.297,251.258,251.258,251.269,251.261,251.283,251.261,251.249,251.228,251.198,251.249,251.307,251.289,251.288,251.286,251.293,251.34,251.372,251.407,251.477,251.44,251.445,251.417,251.446,251.45,251.451,251.465,251.504,251.498,251.503,251.609,251.605,251.541,251.505,251.505,251.513,251.513,251.513,251.521,251.535,251.639,251.622,251.624,251.594,251.562,251.562,251.587,251.581,251.582,251.572,251.585,251.551,251.558,251.542,251.593,251.63,251.626,251.576,251.622,251.612,251.592,251.569,251.567,251.496,251.496,251.518,251.487,251.482,251.482,251.466,251.455,251.511,251.504,251.515,251.519,251.489,251.5,251.542,251.509,251.53,251.518,251.544,251.557,251.557,251.521,251.444,251.449,251.415,251.438,251.434,251.421,251.437,251.441,251.421,251.422,251.406,251.399,251.444,251.438,251.471,251.438,251.399,251.399,251.33,251.353,251.365,251.366,251.437,251.399,251.401,251.405,251.404,251.398,251.356,251.437,251.457,251.578,251.585,251.589,251.584,251.593,251.628,251.687,251.703,251.697,251.731,251.736,251.781,251.793,251.789,251.798,251.766,251.728,251.765,251.755,251.802,251.655,251.672,251.677,251.67,251.675,251.665,251.648,251.659,251.672,251.599,251.606,251.559,251.546,251.539,251.433,251.423,251.446,251.461,251.48,251.486,251.434,251.402,251.406,251.406,251.41,251.384,251.349,251.374,251.414,251.426,251.417,251.459,251.459,251.509,251.56,251.521,251.551,251.551,251.469,251.454,251.41,251.402,251.404,251.416,251.377,251.388,251.401,251.395,251.433,251.437,251.425,251.359,251.399,251.379,251.379,251.41,251.425,251.515,251.501,251.501,251.508,251.524,251.581,251.575,251.569,251.559,251.552,251.509,251.471,251.471,251.467,251.453,251.459,251.546,251.577,251.563,251.552,251.56,251.568,251.566,251.565,251.565,251.589,251.549,251.593,251.59,251.55,251.549,251.517,251.574,251.574,251.58,251.591,251.596,251.593,251.593,251.596,251.576,251.573,251.567,251.598,251.581,251.549,251.452,251.436,251.434,251.466,251.027,251.018,250.97,251.405,251.397,251.37,251.332,251.29,251.291,251.28,251.27,251.322,251.317,251.32,251.301,251.268,251.348,251.376,251.376,251.387,251.462,251.565,251.571,251.477,251.455,251.431,251.457
251.656,251.652,251.656,251.666,251.668,251.653,251.657,251.662,251.666,251.719,251.68,251.686,251.684,251.688,251.686,251.688,251.732,251.732,251.73,251.681,251.681,251.681,251.687,251.713,251.695,251.697,251.696,251.696,251.704,251.7,251.698,251.703,251.702,251.703,251.702,251.691,251.695,251.695,251.695,251.693,251.693,251.671,251.672,251.675,251.674,251.67,251.676,251.676,251.679,251.668,251.653,251.637,251.635,251.626,251.631,251.625,251.625,251.611,251.585,251.587,251.571,251.547,251.541,251.5,251.521,251.516,251.51,251.492,251.502,251.515,251.509,251.529,251.515,251.515,251.515,251.546,251.56,251.525,251.548,251.551,251.555,251.591,251.59,251.615,251.575,251.592,251.542,251.545,251.52,251.52,251.524,251.525,251.525,251.524,251.546,251.543,251.507,251.537,251.555,251.576,251.57,251.579,251.591,251.59,251.59,251.58,251.575,251.593,251.625,251.617,251.651,251.65,251.653,251.65,251.637,251.637,251.659,251.652,251.655,251.638,251.63,251.605,251.612,251.631,251.631,251.637,251.637,251.637,251.642,251.602,251.596,251.581,251.598,251.583,251.587,251.587,251.584,251.6,251.584,251.577,251.595,251.592,251.597,251.578,251.551,251.53,251.492,251.503,251.479,251.495,251.492,251.515,251.498,251.527,251.527,251.535,251.538,251.535,251.535,251.551,251.545,251.565,251.56,251.492,251.504,251.545,251.518,251.485,251.504,251.485,251.521,251.497,251.495,251.495,251.513,251.521,251.524,251.528,251.526,251.523,251.531,251.538,251.532,251.541,251.547,251.616,251.617,251.615,251.673,251.688,251.691,251.7,251.7,251.729,251.72,251.703,251.702,251.668,251.665,251.666,251.683,251.676,251.672,251.676,251.643,251.637,251.722,251.726,251.729,251.726,251.705,251.707,251.707,251.692,251.688,251.688,251.687,251.666,251.622,251.634,251.61,251.614,251.625,251.599,251.614,251.586,251.499,251.483,251.482,251.478,251.465,251.475,251.491,251.46,251.453,251.495,251.5,251.506,251.46,251.457,251.478,251.5,251.498,251.455,251.452,251.512,251.517,251.528,251.518,251.518,251.507,251.523,251.54,251.56,251.555,251.547,251.566,251.564,251.564,251.564,251.601,251.605,251.626,251.639,251.652,251.674,251.679,251.673,251.688,251.688,251.711,251.678,251.665,251.658,251.658,251.661,251.662,251.664,251.642,251.622,251.622,251.624,251.619,251.61,251.593,251.593,251.574,251.569,251.534,251.546,251.521,251.518,251.535,251.541,251.544,251.542,251.522,251.509,251.491,251.469,251.46,251.477,251.479,251.456,251.422,251.43,251.471,251.474,251.475,251.495,251.514,251.512,251.533,251.537,251.532,251.54,251.528,251.526,251.554,251.557,251.586,251.586,251.586,251.592,251.611,251.636,251.712,251.691,251.665,251.617,251.606,251.619,251.621,251.673,251.699,251.7,251.655,251.672,251.683,251.69,251.707,251.7,251.74,251.758,251.762,251.759,251.743,251.742,251.746,251.746,251.745,251.746,251.715,251.705,251.453,251.441,251.433,251.741,251.703,251.671
251.491,251.482,251.491,251.509,251.512,251.483,251.49,251.501,251.509,251.622,251.538,251.548,251.545,251.552,251.549,251.553,251.639,251.64,251.636,251.539,251.539,251.539,251.552,251.603,251.569,251.573,251.569,251.569,251.586,251.579,251.575,251.583,251.583,251.585,251.583,251.561,251.569,251.569,251.569,251.566,251.567,251.55,251.552,251.559,251.557,251.547,251.559,251.559,251.563,251.541,251.512,251.48,251.477,251.459,251.467,251.441,251.44,251.413,251.363,251.368,251.338,251.26,251.25,251.17,251.211,251.202,251.189,251.151,251.172,251.195,251.186,251.226,251.197,251.198,251.198,251.259,251.286,251.234,251.28,251.287,251.293,251.366,251.364,251.414,251.362,251.397,251.353,251.361,251.348,251.348,251.356,251.36,251.36,251.357,251.4,251.395,251.325,251.383,251.392,251.435,251.422,251.438,251.461,251.458,251.458,251.456,251.444,251.479,251.485,251.467,251.499,251.498,251.503,251.495,251.47,251.471,251.516,251.503,251.51,251.477,251.457,251.407,251.424,251.444,251.444,251.456,251.456,251.456,251.465,251.387,251.373,251.344,251.378,251.334,251.343,251.343,251.336,251.368,251.335,251.321,251.355,251.38,251.389,251.353,251.298,251.254,251.179,251.202,251.154,251.186,251.178,251.224,251.191,251.248,251.248,251.281,251.289,251.283,251.283,251.314,251.304,251.314,251.304,251.225,251.25,251.331,251.313,251.275,251.313,251.275,251.347,251.297,251.295,251.295,251.331,251.348,251.355,251.364,251.357,251.351,251.367,251.354,251.341,251.359,251.37,251.45,251.45,251.445,251.525,251.553,251.562,251.58,251.58,251.638,251.62,251.585,251.584,251.515,251.508,251.511,251.542,251.529,251.521,251.528,251.463,251.451,251.611,251.62,251.626,251.62,251.578,251.583,251.584,251.57,251.562,251.561,251.56,251.518,251.432,251.456,251.408,251.416,251.44,251.387,251.415,251.389,251.225,251.193,251.193,251.183,251.159,251.162,251.194,251.131,251.116,251.2,251.209,251.221,251.185,251.18,251.263,251.306,251.328,251.242,251.237,251.326,251.335,251.357,251.336,251.336,251.315,251.348,251.382,251.422,251.411,251.395,251.406,251.402,251.402,251.4,251.419,251.429,251.433,251.458,251.487,251.531,251.543,251.532,251.561,251.557,251.602,251.538,251.513,251.498,251.499,251.504,251.507,251.512,251.467,251.43,251.43,251.432,251.421,251.403,251.356,251.356,251.346,251.336,251.267,251.29,251.242,251.252,251.286,251.297,251.304,251.301,251.262,251.235,251.2,251.155,251.136,251.171,251.174,251.129,251.061,251.077,251.146,251.152,251.152,251.175,251.213,251.208,251.25,251.257,251.248,251.265,251.24,251.235,251.289,251.296,251.351,251.351,251.352,251.365,251.403,251.451,251.597,251.592,251.567,251.477,251.456,251.483,251.486,251.6,251.65,251.651,251.552,251.587,251.611,251.624,251.659,251.645,251.697,251.733,251.74,251.733,251.703,251.701,251.709,251.674,251.673,251.674,251.613,251.609,251.114,251.091,251.076,251.677,251.602,251.54
251.741,251.748,251.727,251.695,251.633,251.626,251.619,251.598,251.561,251.717,251.563,251.509,251.506,251.475,251.49,251.46,250.815,250.815,250.83,251.494,251.494,251.491,251.498,251.436,251.414,251.39,251.405,251.405,251.355,251.302,251.376,251.381,251.38,251.369,251.379,251.369,251.366,251.364,251.364,251.385,251.382,251.376,251.4,251.425,251.335,251.329,251.318,251.318,251.292,251.255,251.287,251.294,251.313,251.262,251.197,251.185,251.171,251.188,251.212,251.191,251.49,251.491,251.513,251.579,251.465,251.507,251.589,251.585,251.576,251.562,251.613,251.605,251.535,251.567,251.567,251.511,251.497,251.53,251.533,251.54,251.546,251.545,251.543,251.535,251.56,251.565,251.632,251.64,251.657,251.657,251.699,251.738,251.738,251.735,251.728,251.722,251.748,251.778,251.829,251.844,251.83,251.69,251.71,251.707,251.708,251.649,251.637,251.617,251.645,251.626,251.63,251.629,251.634,251.626,251.632,251.629,251.569,251.587,251.587,251.618,251.561,251.647,251.666,251.672,251.672,251.62,251.62,251.62,251.575,251.592,251.525,251.512,251.454,251.474,251.482,251.482,251.476,251.469,251.51,251.573,251.559,251.564,251.52,251.536,251.532,251.531,251.601,251.559,251.522,251.543,251.591,251.587,251.635,251.643,251.643,251.677,251.685,251.71,251.71,251.599,251.648,251.604,251.647,251.665,251.657,251.645,251.604,251.652,251.688,251.691,251.676,251.68,251.677,251.677,251.68,251.697,251.665,251.675,251.668,251.694,251.653,251.761,251.73,251.686,251.626,251.61,251.63,251.593,251.535,251.521,251.53,251.515,251.515,251.519,251.557,251.55,251.552,251.591,251.656,251.642,251.592,251.555,251.592,251.6,251.543,251.562,250.826,250.773,250.747,250.774,250.775,250.727,250.666,250.654,250.693,250.66,250.659,250.655,250.685,250.68,250.69,250.697,250.744,250.756,250.774,250.77,251.565,251.568,251.567,251.62,251.626,251.667,251.71,251.724,251.68,251.678,251.636,251.649,251.701,251.727,251.732,251.724,251.71,251.728,251.723,251.678,251.688,251.645,251.649,251.649,251.654,251.653,251.656,251.591,251.58,251.542,251.572,251.534,251.534,251.461,251.444,251.454,251.505,251.523,251.519,251.545,251.558,251.609,251.558,251.533,251.55,251.563,251.527,251.589,251.524,251.501,251.504,251.563,251.562,251.579,251.579,251.534,251.555,251.536,251.55,251.55,251.501,251.521,251.588,251.591,251.585,251.626,251.609,251.616,251.653,251.654,251.666,251.677,251.685,251.668,251.711,251.74,251.743,251.753,251.743,251.74,251.682,251.654,251.623,251.625,251.57,251.591,251.619,251.618,251.701,251.683,251.69,251.664,251.637,251.605,251.561,251.561,251.557,251.535,251.513,251.498,251.057,251.019,251.076,251.527,251.623,251.619,251.552,251.669,251.658,251.694,251.509,251.502,251.44,251.437,251.372,251.421,251.302,251.182,251.076,251.108,251.243,251.273,251.282,251.269,251.239,251.236,251.249,251.212,251.241,251.24,251.306,250.788,251.011,251.057
251.637,251.638,251.626,251.592,251.595,251.618,251.598,251.579,251.587,251.007,251.526,251.536,251.55,251.557,251.554,251.569,251.683,251.684,251.68,251.556,251.555,251.556,251.476,251.439,251.454,251.468,251.465,251.465,251.447,251.458,251.431,251.427,251.429,251.431,251.429,251.438,251.411,251.411,251.411,251.402,251.402,251.409,251.382,251.347,251.456,251.499,251.527,251.528,251.54,251.53,251.53,251.537,251.534,251.548,251.581,251.509,251.525,251.527,251.48,251.484,251.419,251.498,251.515,251.519,251.534,251.525,251.502,251.552,251.564,251.595,251.589,251.581,251.616,251.591,251.591,251.589,251.585,251.555,251.484,251.451,251.422,251.355,251.363,251.343,251.36,251.305,251.327,251.29,251.238,251.238,251.165,251.116,251.116,251.131,251.121,251.147,251.12,251.105,251.101,251.064,251.128,251.2,251.184,251.201,251.198,251.208,251.265,251.304,251.349,251.436,251.392,251.398,251.374,251.41,251.415,251.416,251.411,251.441,251.433,251.438,251.57,251.564,251.458,251.414,251.414,251.425,251.425,251.425,251.434,251.451,251.569,251.549,251.552,251.515,251.476,251.476,251.506,251.499,251.501,251.488,251.504,251.46,251.469,251.449,251.539,251.585,251.581,251.521,251.578,251.565,251.543,251.515,251.511,251.424,251.424,251.45,251.411,251.406,251.406,251.386,251.373,251.443,251.435,251.447,251.451,251.413,251.427,251.475,251.434,251.46,251.445,251.478,251.491,251.492,251.447,251.368,251.374,251.311,251.342,251.337,251.321,251.34,251.347,251.323,251.326,251.309,251.299,251.355,251.349,251.373,251.331,251.256,251.256,251.182,251.212,251.226,251.227,251.335,251.312,251.315,251.32,251.319,251.312,251.277,251.377,251.401,251.554,251.563,251.568,251.563,251.574,251.606,251.654,251.701,251.693,251.736,251.741,251.796,251.811,251.807,251.817,251.777,251.73,251.777,251.764,251.804,251.618,251.638,251.644,251.635,251.64,251.628,251.608,251.623,251.638,251.549,251.557,251.501,251.486,251.477,251.32,251.307,251.334,251.353,251.377,251.386,251.34,251.302,251.307,251.307,251.311,251.279,251.235,251.266,251.316,251.331,251.32,251.373,251.373,251.435,251.499,251.452,251.488,251.489,251.386,251.367,251.286,251.276,251.279,251.318,251.281,251.295,251.311,251.303,251.35,251.355,251.341,251.259,251.308,251.284,251.284,251.322,251.341,251.428,251.41,251.41,251.419,251.438,251.523,251.516,251.509,251.495,251.488,251.452,251.404,251.404,251.399,251.382,251.39,251.497,251.534,251.517,251.503,251.512,251.525,251.522,251.522,251.522,251.552,251.504,251.558,251.554,251.505,251.504,251.464,251.517,251.516,251.525,251.539,251.545,251.542,251.542,251.543,251.519,251.515,251.507,251.527,251.505,251.476,251.354,251.333,251.33,251.37,250.829,250.818,250.777,251.314,251.303,251.244,251.197,251.146,251.147,251.135,251.123,251.189,251.183,251.194,251.171,251.13,251.213,251.247,251.247,251.26,251.353,251.479,251.486,251.394,251.37,251.338,251.37
